ID,中文,英文,分类,字段类型,来源文件
1072250,星座鞋,Horoscope Shoes,equipment,name,String.wz\Eqp.img.xml
1072251,慢跑鞋,Pro-Cat Sticker,equipment,name,String.wz\Eqp.img.xml
1072252,雪板鞋,Snowboard Boots,equipment,name,String.wz\Eqp.img.xml
1072253,雪人鞋,Snowman Shoes,equipment,name,String.wz\Eqp.img.xml
1072254,白色橄榄球鞋,Football Cleats(Home),equipment,name,String.wz\Eqp.img.xml
1072255,黑色橄榄球鞋,Football Cleats(Away),equipment,name,String.wz\Eqp.img.xml
1072256,熊仔鞋,Teddy Bear Shoes,equipment,name,String.wz\Eqp.img.xml
1072257,狗狗拖,Puppy Slippers,equipment,name,String.wz\Eqp.img.xml
1072258,白猫拖,Kitty Slippers,equipment,name,String.wz\Eqp.img.xml
1072259,小鸡拖,Chick Slippers,equipment,name,String.wz\Eqp.img.xml
1072260,企鹅拖,Penguin Slippers,equipment,name,String.wz\Eqp.img.xml
1072261,黄色桃乐斯皮鞋,Yellow Strap Shoes,equipment,name,String.wz\Eqp.img.xml
1072262,黑色桃乐斯皮鞋,Black Strap Shoes,equipment,name,String.wz\Eqp.img.xml
1072263,绿色桃乐斯皮鞋,Green Strap Shoes,equipment,name,String.wz\Eqp.img.xml
1072264,银色桃乐斯皮鞋,Silver Strap Shoes,equipment,name,String.wz\Eqp.img.xml
1072265,蓝色足球鞋,Blue Soccer Cleats,equipment,name,String.wz\Eqp.img.xml
1072266,黑色足球鞋,Black Soccer Cleats,equipment,name,String.wz\Eqp.img.xml
1072267,红色足球鞋,Red Soccer Cleats,equipment,name,String.wz\Eqp.img.xml
1072268,蓝色元素鞋,Blue Elemental Shoes,equipment,name,String.wz\Eqp.img.xml
1072269,红猎人鞋,Red Hunter Shoes,equipment,name,String.wz\Eqp.img.xml
1072272,黑格丽纳鞋,Black Garina Shoes,equipment,name,String.wz\Eqp.img.xml
1072273,青龙长鞋,Blue Dragon Boots,equipment,name,String.wz\Eqp.img.xml
1072274,月兔鞋,Moon Bunny Paws,equipment,name,String.wz\Eqp.img.xml
1072275,芬拉的拖鞋,Fonla&apos;s Slippers,equipment,name,String.wz\Eqp.img.xml
1072276,红色喷气鞋,Booster Shoes,equipment,name,String.wz\Eqp.img.xml
1072277,红色精灵鞋,Red Elf shoes,equipment,name,String.wz\Eqp.img.xml
1072278,圣诞鹿拖鞋,Rudolph Slippers,equipment,name,String.wz\Eqp.img.xml
1072279,蓝星跑鞋,Super Booster Shoes,equipment,name,String.wz\Eqp.img.xml
1072280,黄金靴,Golden Shoes,equipment,name,String.wz\Eqp.img.xml
1072281,夏其尔的鞋,Sachiel Shoes,equipment,name,String.wz\Eqp.img.xml
1072282,比耶莫特的鞋,Veamoth Shoes,equipment,name,String.wz\Eqp.img.xml
1072283,亚努斯的鞋,Janus Shoes,equipment,name,String.wz\Eqp.img.xml
1072284,八戒僧鞋,Zhu Ba Jie Shoes,equipment,name,String.wz\Eqp.img.xml
1072285,水手拖鞋,Brown Lagger Slipper,equipment,name,String.wz\Eqp.img.xml
1072288,凉鞋,Brown Skeedy Sandals,equipment,name,String.wz\Eqp.img.xml
1072291,圆头木鞋,Brown Wooden Krag,equipment,name,String.wz\Eqp.img.xml
1072294,防水靴,Brown Paulie Boots,equipment,name,String.wz\Eqp.img.xml
1072297,防污靴,Brown Locote Shoes,equipment,name,String.wz\Eqp.img.xml
1072300,钩魂铁脚,Brown Leather Krag,equipment,name,String.wz\Eqp.img.xml
1072303,头目靴,Brown Double Boots,equipment,name,String.wz\Eqp.img.xml
1072306,鲨鱼皮鞋,Black Basile Boots,equipment,name,String.wz\Eqp.img.xml
1072309,扬波,Black Voyson Shoes,equipment,name,String.wz\Eqp.img.xml
1072312,伏波,Blue Pageant,equipment,name,String.wz\Eqp.img.xml
1072315,指挥官,Black Markintz,equipment,name,String.wz\Eqp.img.xml
1072318,翻江,Black Duke Barkin Shoes,equipment,name,String.wz\Eqp.img.xml
1072321,镇海,Canopus Boots,equipment,name,String.wz\Eqp.img.xml
1072322,溜冰鞋,Rollerskates,equipment,name,String.wz\Eqp.img.xml
1072323,星星凉拖,Starry Slippers,equipment,name,String.wz\Eqp.img.xml
1072324,猪猪拖,Piggy Slippers,equipment,name,String.wz\Eqp.img.xml
1072325,红水灵拖鞋,Red Slime Slippers,equipment,name,String.wz\Eqp.img.xml
1072326,黄水灵拖鞋,Yellow Slime Slippers,equipment,name,String.wz\Eqp.img.xml
1072327,熔岩靴,Tania En Fuego,equipment,name,String.wz\Eqp.img.xml
1072328,冰凌靴,Mercury Lighning,equipment,name,String.wz\Eqp.img.xml
1072329,可爱学生鞋,Flipped Blue High Top,equipment,name,String.wz\Eqp.img.xml
1072330,黑色帆布鞋,Checkered Sneakers,equipment,name,String.wz\Eqp.img.xml
1072331,比克罗休闲鞋,Velcro Vivid High Shoes,equipment,name,String.wz\Eqp.img.xml
1072332,黑色乖乖女鞋,Black Enamel Shoes,equipment,name,String.wz\Eqp.img.xml
1072333,绿色帆布鞋,Green Checkered Sneakers,equipment,name,String.wz\Eqp.img.xml
1072334,红色帆布鞋,Red Checkered Sneakers,equipment,name,String.wz\Eqp.img.xml
1072335,时尚雪地靴（灰）,Natural Golashes,equipment,name,String.wz\Eqp.img.xml
1072336,足球钉鞋,Soccer Cleats,equipment,name,String.wz\Eqp.img.xml
1072337,喜洋洋拖鞋,Fluffy Slippers,equipment,name,String.wz\Eqp.img.xml
1072338,紫雪鞋,Purple Snowshoes,equipment,name,String.wz\Eqp.img.xml
1072341,橘黄色方纹帆布鞋,Orange Checkered Sneakz,equipment,name,String.wz\Eqp.img.xml
1072347,轻便跑鞋,Olive Green Kicks,equipment,name,String.wz\Eqp.img.xml
1072348,粉嘟嘟大象拖,Elephant Slippers,equipment,name,String.wz\Eqp.img.xml
1072349,果绿色方纹帆布鞋,Green Checkered Sneakz,equipment,name,String.wz\Eqp.img.xml
1072350,变身用黑铁头鞋,Black High Tops,equipment,name,String.wz\Eqp.img.xml
1072351,变身用天使鞋,Green Ankle Boots for Transformation,equipment,name,String.wz\Eqp.img.xml
1072352,变身用红锦丝鞋,Red Silky Boots for Transformation,equipment,name,String.wz\Eqp.img.xml
1072353,变身用白忍者涼鞋,White Ninja Sandals for Transformation,equipment,name,String.wz\Eqp.img.xml
1072354,变身用扬波,Black Voyson Shoes for Transformation,equipment,name,String.wz\Eqp.img.xml
1072355,永恒坚壁靴,Timeless Grabbe,equipment,name,String.wz\Eqp.img.xml
1072356,永恒缥缈鞋,Timeless Cabatina,equipment,name,String.wz\Eqp.img.xml
1072357,永恒彩虹鞋,Timeless Rontano,equipment,name,String.wz\Eqp.img.xml
1072358,永恒舞空靴,Timeless Moonsteed,equipment,name,String.wz\Eqp.img.xml
1072359,永恒定海靴,Timeless Faraon,equipment,name,String.wz\Eqp.img.xml
1072360,限量版沙滩鞋,White &amp; Blue Sandals,equipment,name,String.wz\Eqp.img.xml
1072361,重生坚壁靴,Reverse Grabbe,equipment,name,String.wz\Eqp.img.xml
1072362,重生缥缈鞋,Reverse Cabatina,equipment,name,String.wz\Eqp.img.xml
1072363,重生彩虹鞋,Reverse Rontano,equipment,name,String.wz\Eqp.img.xml
1072364,重生舞空靴,Reverse Moonsteed,equipment,name,String.wz\Eqp.img.xml
1072365,重生定海靴,Reverse Faraon,equipment,name,String.wz\Eqp.img.xml
1072366,降落伞工作人员鞋,Parachute Agent Shoes,equipment,name,String.wz\Eqp.img.xml
1072367,可爱小绵羊鞋子,Puffy Ram Shoes,equipment,name,String.wz\Eqp.img.xml
1072368,最强工作人员鞋,Ultimate Agent Shoes,equipment,name,String.wz\Eqp.img.xml
1072369,绿黏液鞋子,Squishy Shoes,equipment,name,String.wz\Eqp.img.xml
1072370,佳佳小皮鞋,Gaga Shoes,equipment,name,String.wz\Eqp.img.xml
1072371,蓝色工装鞋,Custom Blue High Tops,equipment,name,String.wz\Eqp.img.xml
1072373,炫紫彩虹鞋,Purple Rainbow Sneaks,equipment,name,String.wz\Eqp.img.xml
1072374,蕾丝边长靴,Lace Long Boots,equipment,name,String.wz\Eqp.img.xml
1072375,蝙蝠怪的皮鞋,Balrog&apos;s Leather Shoes,equipment,name,String.wz\Eqp.img.xml
1072376,蝙蝠怪的毛鞋,Balrog&apos;s Fur Shoes ,equipment,name,String.wz\Eqp.img.xml
1072377,卑鄙的狼鞋子,Treacherous Wolf Shoes,equipment,name,String.wz\Eqp.img.xml
1072379,青黄彩虹鞋,Yellow Rainbow Sneaks,equipment,name,String.wz\Eqp.img.xml
1072381,战神的战靴,Aran Combat Shoes,equipment,name,String.wz\Eqp.img.xml
1072382,勇猛的士兵靴,Brave Soldier Shoes ,equipment,name,String.wz\Eqp.img.xml
1072383,朴素的武士靴,Average Musashi Shoes,equipment,name,String.wz\Eqp.img.xml
1072384,BigBig鞋,Bling Bling Shoes ,equipment,name,String.wz\Eqp.img.xml
1072388,女仆礼鞋,Stripe Knee Socks,equipment,name,String.wz\Eqp.img.xml
1072392,粉红礼鞋,Red Ankle-Strap Shoes,equipment,name,String.wz\Eqp.img.xml
1072394,糖果雨鞋,Pink Polka-Dotted Boots,equipment,name,String.wz\Eqp.img.xml
1072395,双色帆布鞋,Mix-n-Match Sneakers,equipment,name,String.wz\Eqp.img.xml
1072399,企鹅王的黑铁头鞋,King Pepe Dark Walker,equipment,name,String.wz\Eqp.img.xml
1072400,企鹅王的黑守护鞋,King Pepe Black Salt Shoes,equipment,name,String.wz\Eqp.img.xml
1072401,企鹅王的红锦丝鞋,King Pepe Red Silky Boots,equipment,name,String.wz\Eqp.img.xml
1072402,企鹅王的蓝杨柳鞋,King Pepe Blue Lined Boots,equipment,name,String.wz\Eqp.img.xml
1072403,企鹅王的防污靴,King Pepe Brown Pirate Shoes,equipment,name,String.wz\Eqp.img.xml
1072404,神秘术士短靴,Alchemist Shoes,equipment,name,String.wz\Eqp.img.xml
1072406,贵族勇士钢铁战靴,Chaos Metallic Shoes,equipment,name,String.wz\Eqp.img.xml
1072407,Hello喵喵拖,Kawaii Kitty Shoes,equipment,name,String.wz\Eqp.img.xml
1072408,枫叶赛车手鞋,Maple Racing Shoes,equipment,name,String.wz\Eqp.img.xml
1072417,小丑鞋子,Clown Shoes,equipment,name,String.wz\Eqp.img.xml
1072419,印第安老斑鸠鞋,Andras Shoes,equipment,name,String.wz\Eqp.img.xml
1072421,沃勒福鞋,Valefor Shoes,equipment,name,String.wz\Eqp.img.xml
1072422,黑暗独角兽鞋,Amdusias Shoes,equipment,name,String.wz\Eqp.img.xml
1072423,雪之猫女鞋,Crocell Shoes,equipment,name,String.wz\Eqp.img.xml
1072427,红色圣诞袜,Red Christmas Sock,equipment,name,String.wz\Eqp.img.xml
1072428,绿色圣诞袜,Green Christmas Sock,equipment,name,String.wz\Eqp.img.xml
1072429,蓝色圣诞袜,Navy Christmas Sock,equipment,name,String.wz\Eqp.img.xml
1072430,白色圣诞袜,White Christmas Sock,equipment,name,String.wz\Eqp.img.xml
1072431,黄色圣诞袜,Yellow Christmas Sock,equipment,name,String.wz\Eqp.img.xml
1072432,紫色圣诞袜,Purple Christmas Sock,equipment,name,String.wz\Eqp.img.xml
1902000,小浣猪,Hog,equipment,name,String.wz\Eqp.img.xml
1902001,银色野猪,Silver Mane,equipment,name,String.wz\Eqp.img.xml
1902002,赤羚龙,Red Draco,equipment,name,String.wz\Eqp.img.xml
1902005,提提阿纳,Mimiana,equipment,name,String.wz\Eqp.img.xml
1902006,提提奥,Mimio,equipment,name,String.wz\Eqp.img.xml
1902007,提拉奥斯,Shinjou,equipment,name,String.wz\Eqp.img.xml
1902008,青蛙,Frog,equipment,name,String.wz\Eqp.img.xml
1902009,鸵鸟,Ostrich,equipment,name,String.wz\Eqp.img.xml
1902010,有#c骑兽技能#和基础骑宠才能使用的装饰\n骑宠—青蛙。同时要装备匹配的鞍子。,"You must be over level 70 in order to use this item and have an in-game mount (Hog, Silver Mane, Red Draco) to use this mount cover.",equipment,desc,String.wz\Eqp.img.xml
1902011,小龟龟,Turtle,equipment,name,String.wz\Eqp.img.xml
1902012,白雪人,Yeti,equipment,name,String.wz\Eqp.img.xml
1902015,狼神,Werewolf,equipment,name,String.wz\Eqp.img.xml
1902020,热气球,Hot Air Balloon,equipment,name,String.wz\Eqp.img.xml
1902021,钢铁变形侠,Robot,equipment,name,String.wz\Eqp.img.xml
1902036,枫叶赛车,Maple Racing Car,equipment,name,String.wz\Eqp.img.xml
1902038,女女机车,Pink Scooter,equipment,name,String.wz\Eqp.img.xml
1902039,男男机车,Black Scooter,equipment,name,String.wz\Eqp.img.xml
1912000,皮鞍子,Saddle,equipment,name,String.wz\Eqp.img.xml
1912003,青蛙皮鞍子,Frog Cover,equipment,name,String.wz\Eqp.img.xml
1912004,鸵鸟皮鞍子,Ostrich Cover,equipment,name,String.wz\Eqp.img.xml
1912007,乌龟皮鞍子,Turtle Mount,equipment,name,String.wz\Eqp.img.xml
1912008,白雪人皮鞍子,Yeti Cover,equipment,name,String.wz\Eqp.img.xml
1912011,狼鞍子,Wolf Saddle,equipment,name,String.wz\Eqp.img.xml
1912013,热气球马鞍,Hot Air Balloon Cover,equipment,name,String.wz\Eqp.img.xml
1912014,钢铁变形侠马鞍,Robot Cover,equipment,name,String.wz\Eqp.img.xml
1912029,枫叶赛车座骑,Maple Racing Car Cover,equipment,name,String.wz\Eqp.img.xml
1912031,女女机车钥匙,Pink Scooter Key,equipment,name,String.wz\Eqp.img.xml
1912032,男男机车钥匙,Black Scooter Key,equipment,name,String.wz\Eqp.img.xml
1302000,剑,Sword,equipment,name,String.wz\Eqp.img.xml
1302001,锯,Saw,equipment,name,String.wz\Eqp.img.xml
1302002,海盗剑,Viking Sword,equipment,name,String.wz\Eqp.img.xml
1302003,太阳剑,Eloon,equipment,name,String.wz\Eqp.img.xml
1302004,弯刀,Cutlus,equipment,name,String.wz\Eqp.img.xml
1302005,武士刀,Sabre,equipment,name,String.wz\Eqp.img.xml
1302006,逆月刀,Machete,equipment,name,String.wz\Eqp.img.xml
1302007,大剑,Long Sword,equipment,name,String.wz\Eqp.img.xml
1302008,战剑,Gladius,equipment,name,String.wz\Eqp.img.xml
1302009,黄沙之剑,Traus,equipment,name,String.wz\Eqp.img.xml
1302010,树灵之剑,Jeweled Katar,equipment,name,String.wz\Eqp.img.xml
1302011,奇型刀,Neocora,equipment,name,String.wz\Eqp.img.xml
1302012,火焰刀,Red Katana,equipment,name,String.wz\Eqp.img.xml
1302013,红色鞭子,Red Whip,equipment,name,String.wz\Eqp.img.xml
1302014,旧战剑,Old Gladius,equipment,name,String.wz\Eqp.img.xml
1302016,黄雨伞,Yellow Umbrella,equipment,name,String.wz\Eqp.img.xml
1302017,蓝雨伞,Sky Blue Umbrella,equipment,name,String.wz\Eqp.img.xml
1302018,汤勺,Khan,equipment,name,String.wz\Eqp.img.xml
1302019,无名剑,Nameless Sword,equipment,name,String.wz\Eqp.img.xml
1302020,枫叶战剑,Maple Sword,equipment,name,String.wz\Eqp.img.xml
1302021,橡皮榔头,Pico-Pico Hammer,equipment,name,String.wz\Eqp.img.xml
1302022,竹刀,Bamboo Sword,equipment,name,String.wz\Eqp.img.xml
1302023,六脉神剑,Fraute,equipment,name,String.wz\Eqp.img.xml
1302024,废报纸卷,Newspaper Sword,equipment,name,String.wz\Eqp.img.xml
1302025,红雨伞,Red Umbrella,equipment,name,String.wz\Eqp.img.xml
1302026,黑雨伞,Black Umbrella,equipment,name,String.wz\Eqp.img.xml
1302027,绿雨伞,Green Umbrella,equipment,name,String.wz\Eqp.img.xml
1302028,紫雨伞,Light Purple Umbrella,equipment,name,String.wz\Eqp.img.xml
1302029,褐雨伞,Beige Umbrella,equipment,name,String.wz\Eqp.img.xml
1302030,枫叶剑,Maple Soul Singer,equipment,name,String.wz\Eqp.img.xml
1302031,七星剑,Diao Chan Sword,equipment,name,String.wz\Eqp.img.xml
1302033,枫叶旗,Maple Flag,equipment,name,String.wz\Eqp.img.xml
1302034,南瓜糖果篮,Pumpkin Basket,equipment,name,String.wz\Eqp.img.xml
1302035,枫叶旗: 1000 天,Maple Flag : 1000 Days,equipment,name,String.wz\Eqp.img.xml
1302037,小号,Trumpet,equipment,name,String.wz\Eqp.img.xml
1302049,光线鞭子,Glowing Whip,equipment,name,String.wz\Eqp.img.xml
1302050,#c网吧专用，退出游戏后消失。#,#cInternet Cafe-only item. Disappears after exiting the game.\n#,equipment,desc,String.wz\Eqp.img.xml
1302056,一刀两断,Sparta,equipment,name,String.wz\Eqp.img.xml
1302057,美国国旗,The Stars and Stripes,equipment,name,String.wz\Eqp.img.xml
1302058,冒险岛伞,Maple Umbrella,equipment,name,String.wz\Eqp.img.xml
1302059,狂龙闪电剑,Dragon Carabella,equipment,name,String.wz\Eqp.img.xml
1302062,南瓜糖果篮(2006 特别版),Pumpkin Basket (2006 SE),equipment,name,String.wz\Eqp.img.xml
1302063,燃烧的火焰刀,Flaming Katana,equipment,name,String.wz\Eqp.img.xml
1302064,枫叶突击剑,Maple Glory Sword,equipment,name,String.wz\Eqp.img.xml
1302065,蓝色枫叶旗,Blue Maple Flag,equipment,name,String.wz\Eqp.img.xml
1302066,枫叶3周年旗,Maple 1500 Anniv. Flag,equipment,name,String.wz\Eqp.img.xml
1302068,薄光刃,Onyx Blade,equipment,name,String.wz\Eqp.img.xml
1302071,粉红色花纹游泳圈,Pink Flower Tube,equipment,name,String.wz\Eqp.img.xml
1302073,新加坡国旗(初学者),Singapore Flag (Beginner),equipment,name,String.wz\Eqp.img.xml
1302074,马来西亚国旗(初学者),Malaysia Flag (Beginner),equipment,name,String.wz\Eqp.img.xml
1302075,新加坡国旗(单手剑),Singapore Flag (One Handed Sword),equipment,name,String.wz\Eqp.img.xml
1302076,马来西亚国旗(单手剑),Malaysia Flag (One Handed Sword),equipment,name,String.wz\Eqp.img.xml
1302077,新手战士之剑,Beginner Warrior&apos;s sword,equipment,name,String.wz\Eqp.img.xml
1302079,星刃,Astral Blade,equipment,name,String.wz\Eqp.img.xml
1302080,七彩霓虹灯泡,Maplemas Lights,equipment,name,String.wz\Eqp.img.xml
1302081,永恒破甲剑,Timeless Executioners,equipment,name,String.wz\Eqp.img.xml
1302083,集结号,Viking Sword for Transformation,equipment,name,String.wz\Eqp.img.xml
1302086,重生破甲剑,Reverse Executioners,equipment,name,String.wz\Eqp.img.xml
1302088,蚊蝠线Ⅰ,Stirge-on-a-String,equipment,name,String.wz\Eqp.img.xml
1302089,蚊蝠线Ⅱ,Stirge-on-a-Rope,equipment,name,String.wz\Eqp.img.xml
1302090,蚊蝠线Ⅲ,Stirge-o-Whip,equipment,name,String.wz\Eqp.img.xml
1302091,蚊蝠线Ⅳ,Stirge Grappler,equipment,name,String.wz\Eqp.img.xml
1302092,蚊蝠线Ⅴ,Swooping Stirge,equipment,name,String.wz\Eqp.img.xml
1302093,蚊蝠线Ⅵ,Frantic Strige,equipment,name,String.wz\Eqp.img.xml
1302094,蚊蝠线Ⅶ,Angry Stirge,equipment,name,String.wz\Eqp.img.xml
1302105,圣诞六翼天使武器(单手剑),Seraphim One-handed Sword,equipment,name,String.wz\Eqp.img.xml
1302106,燃烧的冰焰刀,Crystal Blade,equipment,name,String.wz\Eqp.img.xml
1302112,蝙蝠怪的汤勺,Balrog&apos;s Khan ,equipment,name,String.wz\Eqp.img.xml
1302113,蝙蝠怪的坲罗剑,Balrog&apos;s Fraute ,equipment,name,String.wz\Eqp.img.xml
1302114,破甲剑,GMS Carabella,equipment,name,String.wz\Eqp.img.xml
1302119,企鹅王的弯刀,King Pepe Cutlass,equipment,name,String.wz\Eqp.img.xml
1302120,天使之剑,Angel Sword,equipment,name,String.wz\Eqp.img.xml
1302131,魔女的扫把,Broomstick,equipment,name,String.wz\Eqp.img.xml
1302133,地狱大公单手剑,Astaroth One-Handed Sword,equipment,name,String.wz\Eqp.img.xml
1312000,双刃斧,Double Axe,equipment,name,String.wz\Eqp.img.xml
1312001,战斗斧,Battle Axe,equipment,name,String.wz\Eqp.img.xml
1312002,镰刀,Scythe,equipment,name,String.wz\Eqp.img.xml
1312003,锂矿斧,Misthil Axe,equipment,name,String.wz\Eqp.img.xml
1312004,小斧,Hand Axe,equipment,name,String.wz\Eqp.img.xml
1312005,赤斧,Fireman&apos;s Axe,equipment,name,String.wz\Eqp.img.xml
1312006,大斧,Dankke,equipment,name,String.wz\Eqp.img.xml
1312007,青光斧,Blue Counter,equipment,name,String.wz\Eqp.img.xml
1312008,树灵之斧,Buck,equipment,name,String.wz\Eqp.img.xml
1312009,猛禽斧,Hawkhead,equipment,name,String.wz\Eqp.img.xml
1312010,黄金斧,Mikhail,equipment,name,String.wz\Eqp.img.xml
1312011,花灵之斧,Gaea,equipment,name,String.wz\Eqp.img.xml
1312012,乾坤圈,Hula Hoop,equipment,name,String.wz\Eqp.img.xml
1312013,判官笔,Green Paint Brush,equipment,name,String.wz\Eqp.img.xml
1312014,阎王笔,Black Paint Brush,equipment,name,String.wz\Eqp.img.xml
1312015,战魂之斧,Vifennis,equipment,name,String.wz\Eqp.img.xml
1312016,青虹斧,Contra Axe,equipment,name,String.wz\Eqp.img.xml
1312030,烛影摇红,Tomahawk,equipment,name,String.wz\Eqp.img.xml
1312031,狂龙怒斩,Dragon Axe,equipment,name,String.wz\Eqp.img.xml
1312032,枫叶破击斧,Maple Steel Axe,equipment,name,String.wz\Eqp.img.xml
1312036,马来西亚国旗(单手斧),Malaysia Flag (One Handed Axe),equipment,name,String.wz\Eqp.img.xml
1312037,永恒断蚺斧,Timeless Bardiche,equipment,name,String.wz\Eqp.img.xml
1312038,重生断蚺斧,Reverse Bardiche,equipment,name,String.wz\Eqp.img.xml
1312039,圣诞六翼天使武器(单手斧),Seraphim One-handed Axe,equipment,name,String.wz\Eqp.img.xml
1312042,蝙蝠怪的花灵之斧,Balrog&apos;s Gaea ,equipment,name,String.wz\Eqp.img.xml
1312043,蝙蝠怪的双利刃斧,Balrog&apos;s Vifennis ,equipment,name,String.wz\Eqp.img.xml
1312044,断蚺斧,GMS Axe,equipment,name,String.wz\Eqp.img.xml
1312045,企鹅王的大斧,King Pepe Danker,equipment,name,String.wz\Eqp.img.xml
1322000,铁瓜锤,Mace,equipment,name,String.wz\Eqp.img.xml
1322001,锤子,Hammer,equipment,name,String.wz\Eqp.img.xml
1322002,钢锤,Iron Mace,equipment,name,String.wz\Eqp.img.xml
1322003,棒棒果,Lollipop,equipment,name,String.wz\Eqp.img.xml
1322004,奇型锤,Fusion Mace,equipment,name,String.wz\Eqp.img.xml
1322005,棍棒,Wooden Club,equipment,name,String.wz\Eqp.img.xml
1322006,钢管,Steel Pipe,equipment,name,String.wz\Eqp.img.xml
1322007,皮制手提包,Leather Purse,equipment,name,String.wz\Eqp.img.xml
1322008,007提包,Hard Briefcase,equipment,name,String.wz\Eqp.img.xml
1322009,马桶吸,Plunger,equipment,name,String.wz\Eqp.img.xml
1322010,方形铁铲,Square Shovel,equipment,name,String.wz\Eqp.img.xml
1322011,三角铁铲,Pointed Shovel,equipment,name,String.wz\Eqp.img.xml
1322012,红色砖头,Red Brick,equipment,name,String.wz\Eqp.img.xml
1322013,维泽特特殊提包,Wizet Secret Agent Suitcase,equipment,name,String.wz\Eqp.img.xml
1322014,大战斗锤,War Hammer,equipment,name,String.wz\Eqp.img.xml
1322015,骑士锤,Heavy Hammer,equipment,name,String.wz\Eqp.img.xml
1322016,重锤,Jacker,equipment,name,String.wz\Eqp.img.xml
1322017,旋风锤,Knuckle Mace,equipment,name,String.wz\Eqp.img.xml
1322018,巨型锤,Tamus,equipment,name,String.wz\Eqp.img.xml
